gender,age_range,marital_status,disability,district,father_education,mother_education,household_members,economic_dependency,health_insurance,chronic_disease,academic_program,current_term,enrolled_courses,gpa,failed_course,class_attendance,career_satisfaction,personal_motivation,teacher_motivation,thought_about_dropout,dropout_reason,dropout_thought,transport,commute_time,internet_access,study_space,library_use,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,affects_study,study_hours,university_harassment,demotivation,academic_stress,emotional_support
Masculino,16-20,Soltero(a),No,La Molina,Técnico,Primaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,4.0,4-5,<10,Sí,5.0,4.0,3.0,2.0,No,Consectetur sunt commodi fuga dolor sint beatae.,No,Público,>1 h,Sí,Sí,2.0,No,5.0,Propia,0,1000-2000,No,Sí,>20,No,5-10,No,Sí,Sí,No
Femenino,21-25,Otro,No,Villa María del Triunfo,Secundaria,Secundaria,4-5,Mayormente dependiente,SIS,No,Ingeniería de Software,6.0,4-5,<10,No,3.0,3.0,2.0,4.0,No,Pariatur excepturi aliquid at nihil nesciunt qui.,No,Público,<30 min,Sí,Sí,4.0,No,3.0,Alquilada,0,2000-4000,No,Sí,10-20,No,>10,No,No,Sí,No
Masculino,16-20,Casado(a),No,Ate,Secundaria,Primaria,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Software,3.0,6 o más,,No,2.0,5.0,4.0,4.0,No,Tenetur explicabo nam ea magni facilis explicabo.,No,Público,<30 min,No,No,2.0,Sí,1.0,Propia,0,<1000,No,Sí,<10,Sí,5-10,No,Sí,Sí,No
Masculino,26-30,Soltero(a),No,San Martín de Porres,Secundaria,Secundaria,4-5,,Privado,No,Ingeniería de Software,6.0,4-5,10-12,No,4.0,3.0,4.0,3.0,No,Possimus incidunt numquam ratione at quae cumque dolore.,No,Público,<30 min,Sí,No,4.0,No,5.0,Alquilada,0,1000-2000,No,Sí,10-20,Sí,<5,No,Sí,No,No
Masculino,21-25,Soltero(a),No,Breña,Secundaria,Secundaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,6.0,6 o más,13-15,Sí,3.0,2.0,3.0,2.0,Sí,Sapiente quibusdam sit animi assumenda officia blanditiis ab.,Yes,Público,30-60 min,Sí,Sí,3.0,Sí,5.0,Alojado,0,1000-2000,No,No,<10,Sí,5-10,No,No,Sí,No
Masculino,21-25,Soltero(a),No,Barranco,Secundaria,Primaria,4-5,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,9.0,4-5,10-12,Sí,2.0,2.0,3.0,3.0,No,Laboriosam dignissimos animi maxime minus reprehenderit veniam accusantium atque asperiores voluptas saepe.,No,Público,>1 h,Sí,Sí,2.0,Sí,5.0,Alojado,>1000,<1000,No,No,,Sí,<5,No,Sí,No,No
Masculino,,Otro,Sí,Breña,Postgrado,Secundaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,3.0,4-5,13-15,No,5.0,2.0,4.0,5.0,Sí,Cum atque rem consequatur laudantium possimus.,Yes,Público,30-60 min,Sí,Sí,5.0,No,3.0,Alquilada,0,2000-4000,,Sí,<10,Sí,<5,No,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,Ate,Secundaria,Primaria,1-3,Parcialmente dependiente,,No,Ingeniería de Software,4.0,4-5,13-15,Sí,5.0,3.0,3.0,1.0,No,Culpa eius sequi repudiandae aut perferendis excepturi labore hic provident minima.,No,Público,>1 h,Sí,No,2.0,No,4.0,Alojado,500-1000,1000-2000,,No,10-20,Sí,5-10,No,No,No,No
Masculino,26-30,,No,La Victoria,Técnico,Secundaria,6+,Mayormente dependiente,Ninguno,No,Ingeniería de Sistemas,9.0,4-5,13-15,Sí,3.0,,4.0,3.0,No,Deleniti voluptates explicabo recusandae quam vero soluta dolor tempore aspernatur.,No,Público,30-60 min,Sí,No,1.0,No,4.0,Alquilada,500-1000,1000-2000,No,No,<10,Sí,<5,No,No,No,Sí
Femenino,21-25,Soltero(a),No,Pachacámac,Secundaria,Universitario,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,9.0,4-5,13-15,Sí,4.0,5.0,1.0,,No,Velit dicta quae nostrum reiciendis quae impedit recusandae.,No,,30-60 min,Sí,Sí,1.0,Sí,4.0,Alquilada,500-1000,2000-4000,No,No,<10,No,,No,No,No,Sí
Masculino,26-30,Soltero(a),No,Miraflores,Técnico,,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,6.0,4-5,13-15,No,4.0,4.0,4.0,1.0,Sí,Quae itaque inventore placeat iste tempore repellat vero harum itaque dolorem perferendis quia.,Yes,A pie,>1 h,Sí,Sí,3.0,Sí,1.0,Propia,0,1000-2000,,Sí,<10,Sí,5-10,No,No,No,No
Femenino,16-20,,No,Breña,Secundaria,Secundaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,7.0,4-5,13-15,,4.0,3.0,4.0,4.0,No,Aspernatur sunt placeat ex aspernatur quasi iste iste quisquam soluta.,No,Público,30-60 min,Sí,Sí,3.0,No,4.0,Alquilada,0,>4000,No,No,<10,Sí,<5,,Sí,No,Sí
Masculino,16-20,,No,Chaclacayo,Secundaria,Secundaria,6+,Minimamente dependiente,EsSalud,Sí,Ingeniería de Software,5.0,3,10-12,Sí,5.0,3.0,,4.0,No,Atque dolorem modi voluptas reprehenderit necessitatibus sequi corrupti exercitationem placeat vitae doloremque consequatur.,No,Público,>1 h,No,Sí,1.0,Sí,5.0,Propia,0,2000-4000,No,No,>20,Sí,5-10,No,No,Sí,Sí
Femenino,21-25,Soltero(a),No,Santa Rosa,Secundaria,Secundaria,1-3,Totalmente dependiente,SIS,No,Ingeniería de Sistemas,1.0,6 o más,13-15,Sí,5.0,2.0,4.0,4.0,No,Nihil aliquam eveniet esse totam blanditiis eum blanditiis libero.,No,Público,<30 min,Sí,Sí,2.0,No,3.0,Alquilada,<500,<1000,Sí,No,<10,Sí,5-10,No,No,Sí,No
Femenino,21-25,Soltero(a),No,Puente Piedra,Secundaria,Primaria,1-3,No dependo económicamente,EsSalud,No,Ingeniería de Sistemas,3.0,4-5,10-12,Sí,5.0,2.0,4.0,2.0,No,Animi doloremque et distinctio quasi quasi consectetur illo asperiores voluptatum illo.,No,Privado,<30 min,Sí,Sí,2.0,Sí,2.0,Alojado,0,2000-4000,No,Sí,<10,Sí,<5,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Chaclacayo,Técnico,Universitario,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,7.0,4-5,,Sí,4.0,5.0,3.0,3.0,No,Veritatis nihil aperiam doloremque perferendis veniam explicabo qui consectetur quia.,No,Público,30-60 min,Sí,Sí,2.0,Sí,4.0,Alojado,0,<1000,No,No,>20,Sí,5-10,No,No,No,No
,26-30,,No,Los Olivos,Secundaria,Secundaria,1-3,Totalmente dependiente,Privado,No,Ingeniería de Software,7.0,4-5,<10,No,3.0,3.0,5.0,2.0,No,Perspiciatis nemo voluptas voluptas temporibus nemo molestias modi.,No,Privado,<30 min,Sí,No,,Sí,3.0,Alojado,500-1000,1000-2000,Sí,No,<10,Sí,<5,No,Sí,No,Sí
Masculino,26-30,Casado(a),No,Santa Anita,Universitario,Universitario,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,4.0,4-5,13-15,No,2.0,2.0,4.0,4.0,No,Commodi occaecati quas perspiciatis aliquam facere vitae mollitia laborum est rem in.,No,Público,30-60 min,Sí,Sí,3.0,No,2.0,Propia,0,,No,No,10-20,Sí,<5,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Santa Anita,Primaria,Secundaria,1-3,Parcialmente dependiente,Ninguno,No,Ingeniería de Software,6.0,4-5,13-15,Sí,3.0,4.0,5.0,5.0,No,Ut quidem est consequatur adipisci consectetur distinctio vel numquam reprehenderit maiores perspiciatis dicta eum.,No,Privado,<30 min,Sí,No,2.0,No,2.0,Alquilada,0,<1000,No,No,>20,Sí,5-10,No,Sí,No,No
Femenino,,Otro,No,Comas,Postgrado,Universitario,,Totalmente dependiente,SIS,No,Ingeniería de Software,7.0,6 o más,13-15,No,3.0,1.0,4.0,1.0,Sí,Quos nostrum quae natus accusamus suscipit ullam officiis architecto.,Yes,Público,<30 min,Sí,Sí,4.0,Sí,4.0,Propia,0,>4000,No,Sí,>20,No,5-10,No,No,No,Sí
,16-20,Soltero(a),No,Pachacámac,Técnico,Universitario,4-5,Mayormente dependiente,,,Ingeniería de Software,4.0,4-5,13-15,No,3.0,4.0,2.0,3.0,Sí,Dicta eos impedit maiores fugit impedit ad.,,Público,<30 min,Sí,Sí,2.0,No,4.0,Residencia,0,1000-2000,No,No,10-20,No,<5,No,No,Sí,Sí
Masculino,16-20,Soltero(a),No,San Luis,Secundaria,Secundaria,4-5,Mayormente dependiente,Privado,No,Ingeniería de Software,9.0,3,13-15,Sí,4.0,1.0,4.0,3.0,No,Officiis possimus ipsum dicta fuga quo perferendis enim non quis quia natus neque.,No,,,Sí,Sí,2.0,No,3.0,Residencia,0,2000-4000,No,Sí,<10,No,5-10,No,No,Sí,No
Masculino,26-30,Soltero(a),No,Lurigancho,Postgrado,Secundaria,1-3,No dependo económicamente,SIS,No,Ingeniería de Software,10.0,3,13-15,Sí,3.0,2.0,4.0,2.0,Sí,Iusto iusto ducimus ratione illum saepe.,Yes,,30-60 min,Sí,Sí,4.0,Sí,3.0,Alquilada,0,>4000,No,No,<10,No,<5,No,Sí,Sí,No
Masculino,26-30,Soltero(a),No,Independencia,Secundaria,Secundaria,1-3,Totalmente dependiente,Privado,No,Ingeniería de Software,,4-5,16+,No,4.0,5.0,4.0,1.0,No,Ullam at fugiat aliquid qui qui voluptatibus illum molestiae repellendus nihil provident.,No,Privado,30-60 min,Sí,Sí,2.0,Sí,4.0,Propia,500-1000,<1000,No,No,>20,Sí,<5,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Independencia,Primaria,Secundaria,,Minimamente dependiente,Ninguno,No,Ingeniería de Sistemas,1.0,4-5,10-12,Sí,3.0,3.0,5.0,2.0,,Natus quos maxime maxime error necessitatibus autem doloribus voluptatibus sapiente dolores.,No,Público,>1 h,Sí,No,2.0,No,4.0,Alquilada,<500,<1000,No,Sí,<10,Sí,<5,No,No,No,Sí
Femenino,16-20,Soltero(a),No,San Borja,Técnico,Secundaria,1-3,Minimamente dependiente,Privado,No,Ingeniería de Software,6.0,,16+,No,3.0,5.0,2.0,,No,Tempora veritatis quisquam sint porro consequuntur eligendi corporis laboriosam quidem.,No,Privado,>1 h,Sí,Sí,2.0,No,4.0,Propia,0,<1000,No,No,<10,Sí,5-10,No,No,Sí,No
Masculino,21-25,Divorciado(a),No,Santa María del Mar,Técnico,Primaria,4-5,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,8.0,4-5,13-15,Sí,2.0,4.0,3.0,1.0,Sí,Eos reiciendis praesentium hic veniam cum voluptatibus.,Yes,Público,<30 min,Sí,Sí,2.0,Sí,4.0,,>1000,<1000,No,No,<10,Sí,5-10,No,No,,Sí
Femenino,30+,Soltero(a),No,Punta Negra,Técnico,Universitario,6+,Totalmente dependiente,SIS,No,Ingeniería de Software,4.0,4-5,16+,Sí,2.0,5.0,3.0,2.0,No,Atque natus deleniti nostrum unde fugiat dolore sapiente.,,Público,<30 min,Sí,No,,No,3.0,Propia,0,>4000,Sí,No,10-20,Sí,5-10,,No,Sí,No
Masculino,26-30,Otro,No,San Miguel,Secundaria,Secundaria,4-5,Mayormente dependiente,SIS,No,Ingeniería de Software,5.0,4-5,10-12,No,3.0,4.0,3.0,1.0,Sí,Repellat voluptatibus enim eveniet iste eaque error a animi molestias sequi repellat.,Yes,Privado,>1 h,Sí,,4.0,Sí,5.0,,0,>4000,No,No,<10,Sí,5-10,No,Sí,No,Sí
Masculino,26-30,Casado(a),No,,Secundaria,Secundaria,1-3,Mayormente dependiente,SIS,No,Ingeniería de Software,4.0,6 o más,13-15,Sí,4.0,5.0,4.0,1.0,No,Autem temporibus alias reprehenderit provident officiis sapiente nisi cupiditate saepe maxime.,No,Público,<30 min,Sí,Sí,4.0,Sí,3.0,Residencia,500-1000,<1000,No,No,<10,Sí,<5,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,San Juan de Miraflores,Secundaria,Secundaria,4-5,Totalmente dependiente,Privado,No,Ingeniería de Software,4.0,4-5,<10,No,4.0,2.0,4.0,3.0,Sí,Nulla possimus rerum non quas ex quam sequi nulla saepe repudiandae dolorem.,Yes,Público,<30 min,No,Sí,3.0,Sí,3.0,Alquilada,<500,>4000,No,Sí,10-20,Sí,>10,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,Villa El Salvador,Secundaria,Universitario,4-5,Parcialmente dependiente,Ninguno,No,Ingeniería de Software,2.0,6 o más,13-15,No,4.0,,3.0,4.0,No,Occaecati temporibus nemo molestias impedit incidunt consectetur eaque dolor dolor.,No,Privado,<30 min,Sí,Sí,4.0,Sí,4.0,Alojado,500-1000,1000-2000,Sí,No,10-20,Sí,<5,No,No,No,Sí
Masculino,26-30,Soltero(a),No,San Miguel,Secundaria,Secundaria,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Software,5.0,6 o más,10-12,Sí,5.0,4.0,4.0,1.0,No,Illo at tempora recusandae perferendis alias quas.,No,Público,30-60 min,Sí,Sí,2.0,Sí,4.0,Propia,0,1000-2000,No,No,10-20,Sí,5-10,No,Sí,,Sí
Masculino,21-25,Soltero(a),No,Independencia,Secundaria,Postgrado,1-3,No dependo económicamente,EsSalud,No,Ingeniería de Software,1.0,4-5,10-12,No,5.0,4.0,4.0,3.0,No,Officiis fugit debitis ullam soluta quod quod perspiciatis occaecati laudantium error corrupti.,No,Público,<30 min,Sí,Sí,4.0,Sí,2.0,Propia,0,>4000,No,No,>20,No,5-10,Sí,Sí,Sí,No
Masculino,30+,Soltero(a),No,San Isidro,Universitario,Primaria,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,6.0,3,13-15,No,4.0,4.0,1.0,3.0,No,Minima aliquam distinctio rem consequatur voluptas ipsum perspiciatis.,No,Público,>1 h,Sí,No,2.0,No,5.0,Alquilada,500-1000,1000-2000,No,No,<10,Sí,5-10,No,No,Sí,No
Masculino,21-25,Soltero(a),Sí,Chorrillos,Secundaria,Primaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,1.0,3,10-12,Sí,3.0,1.0,5.0,2.0,No,Molestias unde assumenda molestiae iusto quis possimus quia officia ut nobis labore dicta.,No,Privado,<30 min,Sí,Sí,2.0,No,3.0,Propia,<500,>4000,No,No,10-20,Sí,<5,No,No,Sí,No
Masculino,26-30,Otro,No,Independencia,Secundaria,Técnico,1-3,No dependo económicamente,SIS,No,Ingeniería de Software,7.0,4-5,13-15,Sí,2.0,2.0,4.0,4.0,Sí,Dolorem minima provident voluptas tempore earum eum impedit.,Yes,Público,<30 min,Sí,Sí,4.0,No,1.0,Residencia,0,1000-2000,No,No,10-20,No,5-10,No,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,Los Olivos,Secundaria,Primaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Software,9.0,3,13-15,No,5.0,3.0,3.0,3.0,Sí,Explicabo quae fuga voluptatem ullam dolorum recusandae eligendi vel est labore blanditiis.,Yes,Público,<30 min,Sí,Sí,1.0,No,3.0,Alquilada,0,2000-4000,No,No,10-20,Sí,5-10,,No,No,Sí
Femenino,16-20,Otro,No,Lince,Técnico,Técnico,1-3,Mayormente dependiente,EsSalud,Sí,Ingeniería de Software,2.0,4-5,10-12,No,1.0,3.0,2.0,4.0,No,Voluptate unde amet optio consequuntur cum inventore asperiores voluptate explicabo mollitia maiores.,No,A pie,30-60 min,Sí,Sí,3.0,Sí,4.0,Alquilada,0,1000-2000,No,No,<10,Sí,5-10,No,Sí,No,No
Masculino,26-30,Soltero(a),No,Pueblo Libre,Secundaria,Secundaria,6+,Parcialmente dependiente,SIS,No,Ingeniería de Software,4.0,6 o más,13-15,Sí,4.0,1.0,5.0,2.0,No,Deleniti corporis voluptas similique iste laborum aperiam saepe mollitia odio dolor veritatis.,No,Privado,>1 h,Sí,Sí,2.0,No,4.0,Propia,0,<1000,No,No,10-20,Sí,>10,No,No,Sí,No
Masculino,21-25,Soltero(a),No,Chorrillos,Primaria,Técnico,6+,Totalmente dependiente,SIS,Sí,Ingeniería de Software,10.0,3,,No,3.0,1.0,3.0,1.0,No,Optio necessitatibus ad esse vero voluptate pariatur autem vitae odio maxime velit.,No,Público,30-60 min,Sí,Sí,1.0,No,5.0,Residencia,0,<1000,No,Sí,<10,Sí,5-10,Sí,Sí,No,Sí
Masculino,16-20,Soltero(a),No,San Luis,Secundaria,Primaria,1-3,Parcialmente dependiente,Ninguno,,Ingeniería de Sistemas,10.0,6 o más,13-15,No,3.0,4.0,5.0,3.0,No,,No,A pie,<30 min,Sí,No,4.0,No,4.0,Residencia,0,1000-2000,No,Sí,<10,No,<5,No,Sí,No,No
Masculino,26-30,Soltero(a),No,Pucusana,Técnico,Primaria,1-3,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,3.0,3,<10,No,1.0,4.0,4.0,3.0,Sí,Dolorum iste suscipit corrupti odio temporibus aspernatur accusamus iusto.,Yes,Público,<30 min,Sí,Sí,4.0,No,3.0,Propia,0,1000-2000,No,No,10-20,Sí,5-10,No,Sí,No,Sí
Masculino,21-25,Casado(a),No,Ate,Secundaria,Secundaria,1-3,Mayormente dependiente,Ninguno,No,Ingeniería de Software,6.0,3,13-15,No,5.0,4.0,4.0,4.0,No,Deserunt quos quaerat vitae maiores dignissimos voluptatibus.,No,Público,30-60 min,Sí,Sí,4.0,Sí,4.0,Alojado,0,2000-4000,Sí,No,>20,Sí,5-10,No,No,Sí,
Masculino,16-20,Soltero(a),No,Los Olivos,Secundaria,Primaria,4-5,Minimamente dependiente,EsSalud,No,Ingeniería de Software,8.0,4-5,<10,Sí,3.0,3.0,3.0,4.0,No,Perspiciatis commodi quia quia repellat labore facilis amet.,No,Público,<30 min,Sí,Sí,2.0,,5.0,Alojado,0,1000-2000,No,No,<10,Sí,5-10,,No,No,No
Masculino,16-20,Otro,No,Santiago de Surco,Secundaria,Primaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,7.0,6 o más,16+,No,3.0,2.0,4.0,1.0,No,Cumque provident quam tempore unde facilis nostrum labore.,No,Público,<30 min,Sí,Sí,3.0,No,2.0,Propia,0,2000-4000,Sí,No,<10,No,<5,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,Santa Anita,Secundaria,Primaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,6.0,4-5,13-15,No,4.0,2.0,4.0,3.0,No,Qui dolorem doloribus ipsum nisi fuga error similique laudantium quisquam distinctio consequuntur reiciendis.,No,Privado,<30 min,Sí,No,1.0,No,5.0,Alquilada,500-1000,1000-2000,No,No,<10,No,<5,No,No,Sí,No
Masculino,16-20,Casado(a),No,Ancón,Primaria,Primaria,4-5,Totalmente dependiente,EsSalud,No,Ingeniería de Software,5.0,4-5,13-15,No,4.0,2.0,2.0,5.0,No,Laboriosam repudiandae tenetur illo tempore fugit explicabo laboriosam.,No,Público,<30 min,Sí,Sí,2.0,No,2.0,Propia,<500,<1000,No,No,<10,No,<5,No,No,No,Sí
Masculino,26-30,Soltero(a),No,Ate,Secundaria,Secundaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,10.0,3,13-15,Sí,2.0,3.0,5.0,4.0,No,Ipsa impedit sed eaque id error perspiciatis ex doloribus fugiat consequatur labore.,No,Público,<30 min,Sí,Sí,2.0,Sí,3.0,Residencia,<500,>4000,No,No,<10,No,5-10,No,Sí,Sí,No
Masculino,21-25,Soltero(a),No,Chaclacayo,Técnico,Secundaria,1-3,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,3.0,4-5,13-15,No,3.0,1.0,5.0,3.0,No,Corrupti numquam fugit laudantium recusandae incidunt distinctio corporis ullam recusandae.,No,Público,30-60 min,Sí,Sí,3.0,No,3.0,Propia,0,1000-2000,No,Sí,<10,No,<5,No,Sí,No,No
Masculino,30+,Soltero(a),No,Cieneguilla,,Secundaria,6+,Mayormente dependiente,Privado,No,Ingeniería de Sistemas,4.0,3,13-15,No,3.0,3.0,3.0,4.0,No,Voluptates porro blanditiis temporibus error dolores cupiditate aspernatur eos aut recusandae.,No,Público,30-60 min,No,Sí,3.0,Sí,4.0,Propia,0,2000-4000,No,No,<10,Sí,5-10,No,Sí,Sí,Sí
Masculino,21-25,Soltero(a),No,Lince,Técnico,Secundaria,1-3,Mayormente dependiente,Ninguno,No,Ingeniería de Sistemas,4.0,4-5,10-12,No,4.0,2.0,4.0,4.0,Sí,Voluptate consequatur animi quia minus rem quo laudantium in praesentium animi.,Yes,Público,<30 min,Sí,Sí,3.0,No,3.0,Alquilada,,1000-2000,Sí,Sí,,Sí,5-10,No,Sí,Sí,Sí
Masculino,30+,Soltero(a),No,San Isidro,Primaria,Secundaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,2.0,6 o más,13-15,No,4.0,2.0,4.0,2.0,No,,No,Público,>1 h,Sí,No,3.0,No,4.0,Propia,,1000-2000,Sí,Sí,10-20,Sí,<5,No,Sí,Sí,Sí
Femenino,16-20,Casado(a),No,San Bartolo,Primaria,Secundaria,1-3,Parcialmente dependiente,Privado,No,Ingeniería de Sistemas,8.0,4-5,13-15,No,4.0,5.0,3.0,3.0,Sí,Officia fugit beatae omnis est maiores ratione tempora sapiente natus dolore.,Yes,Público,30-60 min,Sí,Sí,1.0,No,4.0,Propia,>1000,>4000,No,Sí,,Sí,<5,No,No,Sí,No
Masculino,16-20,Soltero(a),No,Breña,Técnico,Secundaria,1-3,Mayormente dependiente,EsSalud,Sí,Ingeniería de Sistemas,5.0,,16+,No,3.0,3.0,3.0,3.0,No,Veniam corrupti mollitia soluta laboriosam nam accusamus cumque nulla deserunt.,No,Público,<30 min,,,4.0,No,2.0,Alojado,<500,<1000,Sí,Sí,>20,Sí,5-10,No,Sí,Sí,Sí
Masculino,21-25,Soltero(a),No,Pachacámac,Universitario,Secundaria,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Sistemas,4.0,3,13-15,No,4.0,1.0,4.0,2.0,No,Exercitationem maiores maxime harum ut sunt neque doloremque minus distinctio non excepturi.,No,A pie,30-60 min,Sí,No,3.0,Sí,3.0,Alquilada,<500,<1000,Sí,No,>20,Sí,5-10,No,No,Sí,No
Masculino,21-25,Soltero(a),No,Miraflores,Primaria,Universitario,4-5,Parcialmente dependiente,SIS,Sí,Ingeniería de Sistemas,10.0,4-5,10-12,Sí,3.0,4.0,5.0,2.0,Sí,Quas placeat minus laudantium perspiciatis ut quidem reiciendis animi repellat aut dolorum.,Yes,Público,<30 min,Sí,Sí,1.0,No,3.0,Alquilada,0,1000-2000,No,Sí,>20,,5-10,No,No,Sí,No
Femenino,16-20,Soltero(a),No,,Primaria,Primaria,4-5,,Privado,No,Ingeniería de Software,10.0,6 o más,13-15,No,4.0,1.0,4.0,3.0,No,Rem dolores consectetur deserunt omnis excepturi nulla distinctio ratione voluptatum temporibus necessitatibus laboriosam.,No,Público,30-60 min,Sí,Sí,1.0,Sí,3.0,Propia,0,<1000,No,Sí,<10,No,<5,No,Sí,Sí,No
Masculino,21-25,Casado(a),No,Pachacámac,Primaria,Primaria,1-3,Totalmente dependiente,SIS,No,Ingeniería de Software,7.0,4-5,<10,No,4.0,5.0,4.0,5.0,No,Consectetur voluptas quisquam similique molestiae maxime magnam nemo at accusamus praesentium.,No,Público,>1 h,Sí,No,4.0,Sí,2.0,Alojado,0,1000-2000,Sí,,,Sí,<5,No,Sí,No,Sí
Masculino,21-25,Soltero(a),No,San Juan de Lurigancho,Secundaria,Universitario,4-5,Parcialmente dependiente,SIS,Sí,Ingeniería de Sistemas,5.0,4-5,13-15,No,5.0,4.0,3.0,3.0,No,Similique quaerat eius beatae perspiciatis fugiat nisi dicta eos quisquam.,No,Privado,30-60 min,No,Sí,2.0,,3.0,Alquilada,<500,<1000,No,No,<10,No,<5,No,Sí,No,Sí
Masculino,16-20,Casado(a),No,Barranco,Técnico,Universitario,6+,Parcialmente dependiente,,No,Ingeniería de Software,3.0,6 o más,13-15,No,2.0,4.0,3.0,4.0,No,Ipsum esse non praesentium similique quos.,No,Privado,30-60 min,Sí,Sí,1.0,Sí,2.0,Alquilada,>1000,2000-4000,No,No,>20,Sí,<5,No,No,No,Sí
Masculino,26-30,Divorciado(a),No,San Luis,Secundaria,Secundaria,4-5,Totalmente dependiente,EsSalud,Sí,Ingeniería de Software,2.0,4-5,13-15,Sí,4.0,3.0,4.0,1.0,No,Delectus incidunt occaecati corporis ab voluptatum expedita tempora nam cumque atque.,No,Privado,30-60 min,Sí,Sí,4.0,No,2.0,Propia,500-1000,>4000,Sí,,<10,Sí,5-10,No,Sí,Sí,No
Masculino,26-30,Soltero(a),,San Bartolo,Primaria,Universitario,4-5,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,8.0,4-5,13-15,Sí,3.0,3.0,2.0,3.0,Sí,Dolore velit velit provident repellendus harum corrupti incidunt.,Yes,Privado,>1 h,Sí,No,2.0,Sí,2.0,Alquilada,0,<1000,No,No,10-20,Sí,>10,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Rímac,Universitario,Primaria,6+,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,4.0,,13-15,No,5.0,2.0,2.0,4.0,No,Quod est porro maiores ea tempora similique doloremque sint esse illum odit.,No,Público,<30 min,Sí,Sí,1.0,Sí,5.0,Residencia,0,1000-2000,No,No,<10,Sí,5-10,No,Sí,No,Sí
Masculino,26-30,Soltero(a),No,Ancón,Secundaria,Técnico,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,8.0,4-5,13-15,No,4.0,2.0,1.0,5.0,No,Voluptatibus repellat quam deleniti minima voluptatum tempora rem aperiam sint nulla ad quasi.,No,A pie,30-60 min,Sí,No,1.0,No,5.0,Alojado,<500,1000-2000,Sí,No,10-20,Sí,5-10,Sí,No,No,No
Masculino,16-20,Soltero(a),No,El Agustino,Primaria,Secundaria,1-3,Minimamente dependiente,Privado,No,Ingeniería de Software,1.0,,13-15,Sí,5.0,3.0,2.0,4.0,No,Magnam numquam optio iure assumenda quidem fuga alias sequi.,No,Público,30-60 min,Sí,Sí,3.0,No,4.0,Alquilada,0,1000-2000,No,No,<10,Sí,5-10,No,Sí,No,Sí
Masculino,21-25,Soltero(a),No,Santa Rosa,Técnico,Técnico,1-3,Totalmente dependiente,Privado,No,Ingeniería de Software,6.0,6 o más,10-12,No,2.0,3.0,4.0,5.0,No,Saepe modi distinctio dignissimos similique natus nam ipsum cumque quis suscipit dolore.,No,Público,<30 min,Sí,Sí,3.0,Sí,3.0,Alquilada,>1000,1000-2000,Sí,No,>20,No,<5,No,No,Sí,No
Masculino,26-30,Soltero(a),No,Miraflores,Secundaria,Primaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,1.0,4-5,16+,Sí,4.0,4.0,4.0,2.0,No,,No,Público,30-60 min,Sí,Sí,3.0,Sí,2.0,Alquilada,,2000-4000,No,No,10-20,No,<5,No,Sí,No,Sí
Masculino,26-30,Soltero(a),No,Villa El Salvador,Primaria,Secundaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,6.0,6 o más,10-12,No,1.0,5.0,3.0,3.0,No,Est hic hic nam voluptatibus asperiores vero laboriosam voluptates.,No,Privado,30-60 min,Sí,No,3.0,No,2.0,Alquilada,0,<1000,No,Sí,,Sí,<5,No,No,No,No
